名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
重兴嘉园,石景山鲁谷,八宝山南路重兴嘉园,49460,塔楼/板楼,924户,6栋,暂无信息,暂无信息,1.58至1.84元/平米/月,北京重德物业管理有限责任公司,北京重厦房地产开发有限公司
远洋沁山水,石景山鲁谷,玉泉西里一区,95432,板楼/塔板结合,2397户,14栋,暂无信息,暂无信息,2.3元/平米/月,北京远洋基业物业管理有限公司,远洋地产有限公司
永乐东区,石景山鲁谷,永乐小区,45884,塔楼/板楼/塔板结合,6830户,82栋,暂无信息,暂无信息,0.5至2.3元/平米/月,北京芳星园物业管理中心,北京市石景山区城市建设开发公司
七星园,石景山鲁谷,鲁谷南路七星园,49406,塔楼/板楼/塔板结合,3433户,26栋,暂无信息,暂无信息,0.55至2.46元/平米/月,北京芳星园物业管理中心,北京城建房地产开发有限公司
北重西厂,石景山鲁谷,"八宝山南路北重西厂, 北重西厂青年公寓",41403,板楼/平房,1312户,17栋,暂无信息,暂无信息,0.7至1元/平米/月,北京重德物业管理有限责任公司,北京重厦房地产开发有限公司
工疗宿舍,石景山苹果园,工疗路23号院,45060,板楼,420户,6栋,暂无信息,暂无信息,0.55至0.65元/平米/月,单位自管物业,北京首钢房地产开发有限公司
八大处副食楼,石景山苹果园,副食楼,42647,板楼,45户,2栋,暂无信息,暂无信息,0.62至1.23元/平米/月,八大处山庄物业管理公司,北京八大处房地产开发有限公司
八大处山庄,石景山苹果园,八大处山庄,73764,板楼/平房,61户,13栋,暂无信息,暂无信息,0.1至4.5元/平米/月,首华物业公司,北京八大处房地产开发有限公司
八大处整形医院家属楼,石景山苹果园,八大处33号院,39776,板楼,391户,7栋,暂无信息,暂无信息,0.6元/平米/月,单位自管物业, 重庆桥达茂宸房地产开发有限公司
金顶街59号院,石景山苹果园,金顶街59号院,53222,板楼,532户,8栋,暂无信息,暂无信息,0.65至0.77元/平米/月,北京金隅大成物业管理有限公司,北京金隅大成开发有限公司
金顶街三区,石景山苹果园,金顶路金顶街三区,47561,塔楼/塔板结合,1296户,7栋,暂无信息,暂无信息,1.75至1.76元/平米/月,北京首欣物业管理有限责任公司,北京首钢房地产开发有限公司
金顶街二区,石景山苹果园,金顶北路金顶街二区,43503,塔楼,960户,5栋,暂无信息,暂无信息,1.75至1.76元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
金顶街九中教工楼,石景山苹果园,金顶北路8号,36826,板楼,90户,1栋,暂无信息,暂无信息,0.65元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
金福苑,石景山苹果园,金顶山路168号院,42773,板楼,1013户,9栋,暂无信息,暂无信息,0.68至0.8元/平米/月,北京金隅大成物业管理有限公司,北京金隅嘉业房地产开发公司
教工楼,石景山苹果园,金顶街教工楼,45686,板楼,306户,4栋,暂无信息,暂无信息,0.65至0.76元/平米/月,北京首欣物业管理有限责任公司,北京首钢房地产开发有限公司
建疗宿舍,石景山苹果园,"建疗宿舍, 工疗路1号院, 西下庄北京市建筑工程总公司招待所家属宿舍院",42979,板楼,159户,2栋,暂无信息,暂无信息,0.7元/平米/月,北京首钢物业管理有限公司,北京市建筑工程总公司
金苹阁,石景山苹果园,苹果园路苹果园四区,42396,塔板结合,140户,1栋,暂无信息,暂无信息,1.75元/平米/月,北京盛景嘉和物业管理有限公司,北京首钢房地产开发有限公司
金泰阁,石景山苹果园,苹果园路苹果园四区,50301,塔楼,144户,1栋,暂无信息,暂无信息,1.75元/平米/月,北京盛景嘉和物业管理有限公司,北京首钢房地产开发有限公司
苹果园南路甲23号院,石景山苹果园,苹果园南路甲23号院,42215,板楼,97户,1栋,暂无信息,暂无信息,0.65元/平米/月,北京金世界物业管理有限公司,北京首钢房地产开发有限公司
苹果园小区二区,石景山苹果园,苹果园大街苹果园二区,47101,塔楼/塔板结合,1792户,16栋,暂无信息,暂无信息,1.75至1.76元/平米/月,北京首华物业管理公司,北京首钢房地产开发有限公司
苹果园小区三区,石景山苹果园,苹果园大街苹果园三区,46455,塔楼/板楼,2580户,24栋,暂无信息,暂无信息,1至2元/平米/月,北京首欣物业管理有限责任公司,北京首钢房地产开发有限公司
模式口中里,石景山苹果园,金顶北路模式口中里,36501,板楼,798户,30栋,暂无信息,暂无信息,0.61至0.78元/平米/月,北京首华物业管理有限公司,北京首钢房地产开发有限公司
模式口北里,石景山苹果园,金顶北路模式口北里,36314,板楼,1286户,43栋,暂无信息,暂无信息,0.65至0.77元/平米/月,北京首华物业管理有限公司,北京首钢房地产开发有限公司
西黄新村南里,石景山苹果园,西黄新村南里,52705,板楼/塔板结合,1582户,13栋,暂无信息,暂无信息,0.6元/平米/月,北京弘通物业管理公司,北京城建房地产开发有限公司
西山枫林三期,石景山苹果园,香山南路166号院,52512,板楼,1513户,9栋,暂无信息,暂无信息,1.24至2.7元/平米/月,北京和泓物业服务有限公司,北京东和伟业房地产开发有限公司
西下庄,石景山苹果园,西下庄,42107,板楼,269户,5栋,暂无信息,暂无信息,0.6至1.35元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
西井小区三区,石景山苹果园,西井路西井三区,47993,板楼,546户,5栋,暂无信息,暂无信息,1元/平米/月,北京首华物业管理有限公司,北京首钢房地产开发有限公司
西井小区一区,石景山苹果园,西井路西井一区,42730,板楼/塔板结合,594户,10栋,暂无信息,暂无信息,0.64至0.8元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
西井小区,石景山苹果园,"西井路西井甲8号院, 西井路甲八号",44600,板楼,96户,1栋,暂无信息,暂无信息,0.65元/平米/月,北京首华物业管理有限公司,北京首钢房地产开发有限公司
西井特钢楼,石景山苹果园,西井特钢楼,42769,板楼,354户,4栋,暂无信息,暂无信息,0.55至0.58元/平米/月,北京首华物业管理有限公司,北京首钢房地产开发有限公司
西井小区二区,石景山苹果园,西井路西井二区,42593,板楼,650户,8栋,暂无信息,暂无信息,0.55至0.64元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
科研楼,石景山苹果园,金顶北路科研楼,38811,板楼,352户,5栋,暂无信息,暂无信息,0.75至0.76元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
金顶北路九号院,石景山苹果园,金顶北路九号院,42366,板楼,263户,2栋,暂无信息,暂无信息,0.75至0.78元/平米/月,北京市金世界物业管理中心,北京金鼎房地产开发公司
庐师山庄,石景山苹果园,西下庄,60589,板楼,152户,14栋,暂无信息,暂无信息,4.7至4.98元/平米/月,暂无信息,北京建工地产公司
琳琅庄园,石景山苹果园,琅山路琳琅庄园,48239,塔楼/板楼,549户,5栋,暂无信息,暂无信息,1.74至1.9元/平米/月,乐生活(北京)智慧社区投资发展有限责任公司,北京首钢房地产开发有限公司
高井29号院,石景山石景山其它,高井路29号院,36263,板楼,196户,3栋,暂无信息,暂无信息,0.54至1.5元/平米/月,北京圣德物业管理有限责任公司,无开发商
高井中学教工楼,石景山石景山其它,高井中学教工楼,37459,板楼,72户,1栋,暂无信息,暂无信息,0.65元/平米/月,首钢物业,北京首钢房地产开发有限公司
高井,石景山石景山其它,高井路高井电厂小区,34204,板楼,1349户,23栋,暂无信息,暂无信息,0.5至0.64元/平米/月,单位自管物业,大唐国际发电股份有限公司
现代建材公司,石景山石景山其它,石门路287号,22694,板楼,374户,4栋,暂无信息,暂无信息,0.65元/平米/月,单位自管物业,北京首钢房地产开发有限公司
现代生活,石景山石景山其它,现代公司黑石头生活小区,28526,板楼,768户,8栋,暂无信息,暂无信息,0.5元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
绿地环球文化金融城,石景山石景山其它,"西长安街与古城大街交汇处西南角，地铁1号线古城站南200米路西, 古城南街9号院",0,塔楼/板楼,2373户,6栋,暂无信息,暂无信息,4元/平米/月,北京绿地京城置业有限公司,北京京西景荣置业有限公司
远洋天著春秋四期,石景山石景山其它,远洋天著春秋晓山1号楼,0,板楼/塔板结合,66户,3栋,暂无信息,暂无信息,2.3元/平米/月,远洋亿家物业服务股份有限公司,暂无信息
金隅滨和园1号院,石景山石景山其它,燕堤南路1号,29697,板楼/塔板结合,1712户,8栋,暂无信息,暂无信息,1.5至1.95元/平米/月,金隅大成物业,暂无信息
金隅滨和园2号院,石景山石景山其它,燕堤南路2号,30598,板楼/塔板结合,1814户,8栋,暂无信息,暂无信息,1.95元/平米/月,金隅大成物业,暂无信息
金隅滨和园6号院,石景山石景山其它,燕堤西街6号,34880,板楼,1462户,5栋,暂无信息,暂无信息,1.95元/平米/月,北京金隅大成物业管理公司,暂无信息
金隅滨和园燕堤中街6号院,石景山石景山其它,石景山区燕堤中街6号院2号楼19层2单元1902,29374,塔板结合,744户,2栋,暂无信息,暂无信息,1.65至1.95元/平米/月,金隅大成物业,暂无信息
长安九里,石景山石景山其它,古城南里长安九里,78320,板楼,932户,12栋,暂无信息,暂无信息,5.8元/平米/月,华润物业科技服务有限公司,北京泷润置业有限公司
中海首钢·天玺,石景山石景山其它,莲石路中海首钢·天玺,69512,板楼/塔板结合,420户,7栋,暂无信息,暂无信息,5.58元/平米/月,北京中海物业管理有限公司,北京金安兴业房地产开发有限公司
燕山水泥厂,石景山石景山其它,"水泥厂, 京原路68号院",32561,塔楼/板楼,2116户,17栋,暂无信息,暂无信息,0.5至1元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
金隅滨和园7号院,石景山石景山其它,燕堤西街7号,35948,板楼,1948户,6栋,暂无信息,暂无信息,1.9至1.95元/平米/月,金隅大成物业,暂无信息
中海天钻,石景山石景山其它,古城南里中海天钻,83740,板楼,637户,8栋,暂无信息,暂无信息,5.58元/平米/月,中海物业管理有限公司,北京鑫安兴业房地产开发有限公司
远洋天著春秋,石景山石景山其它,八大处公园西南800米,105423,塔楼/板楼/塔板结合,956户,50栋,暂无信息,暂无信息,0.64至7.9元/平米/月,暂无信息,北京远奥置业有限公司
中海首钢长安云尚,石景山石景山其它,"古城南街中海首钢长安云尚,建兴街3号院",74081,板楼/塔板结合,918户,14栋,暂无信息,暂无信息,4.38元/平米/月,北京中海物业管理有限公司,北京金安兴业房地产开发有限公司
黑石头99号院,石景山石景山其它,黑石头99号院,0,板楼,292户,5栋,暂无信息,暂无信息,暂无信息,无物业管理服务,军区房地产开发有限公司
黑石头,石景山石景山其它,黑石头,0,板楼,1932户,18栋,暂无信息,暂无信息,1元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
永定林家属楼,石景山石景山其它,永定林家属楼,0,板楼,61户,2栋,暂无信息,暂无信息,0.5元/平米/月,北京天和佳祥物业管理有限公司, 西安保亿名卓置业有限公司
永定楼,石景山石景山其它,永定楼,29425,板楼,247户,4栋,暂无信息,暂无信息,0.5至1.5元/平米/月,单位自管物业,学校单位物业
北辛安平房,石景山石景山其它,北辛安平房,0,板楼/平房,11户,8栋,暂无信息,暂无信息,暂无信息,无物业管理服务,北京德成兴业房地产开发有限公司
炮厂小区,石景山石景山其它,黑石头路与炮厂路交汇,0,板楼,582户,13栋,暂无信息,暂无信息,1.8元/平米/月,暂无信息,北京首钢建设投资有限公司
金隅滨和园,石景山石景山其它,"燕堤西街6号院, 燕堤南路1号院",0,板楼,1016户,9栋,暂无信息,暂无信息,1.95元/平米/月,金隅大成物业,北京金隅嘉业房地产开发有限公司
高井甲32号院,石景山石景山其它,高井甲32号院,0,板楼,412户,7栋,暂无信息,暂无信息,暂无信息,首钢物业,首钢集团
兴泰家园,石景山石景山其它,兴泰家园,0,板楼,238户,3栋,暂无信息,暂无信息,1.2元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
卓越万科翡翠山晓,石景山石景山其它,石景山石门路东侧500米,0,板楼,2375户,53栋,暂无信息,暂无信息,4.8元/平米/月,暂无信息,北京万越辉置业有限公司
远洋源山春秋,石景山石景山其它,金府北路远洋源山春秋,0,板楼,275户,45栋,暂无信息,暂无信息,10元/平米/月,远洋亿家物业服务股份有限公司,暂无信息
远洋五里春秋,石景山石景山其它,黑石头路远洋五里春秋,0,板楼,1248户,43栋,暂无信息,暂无信息,4.76至5元/平米/月,北京远洋物业服务公司,北京景西房地产开发有限公司
五里坨,石景山五里坨,五里坨西街,27649,板楼,1052户,11栋,暂无信息,暂无信息,暂无信息,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
三家店东街8号院,门头沟五里坨,三家店东街8号院,24223,塔楼/板楼,216户,4栋,暂无信息,暂无信息,暂无信息,小区自持,无开发商
金谷香郡,石景山五里坨,秀府南路19号,50723,板楼,294户,6栋,暂无信息,暂无信息,2.2至3.29元/平米/月,北京正华天泰物业管理有限责任公司,北京正华永欣房地产开发有限公司
南宫,石景山五里坨,五里坨南宫车站北煤校院内,36214,板楼,425户,8栋,暂无信息,暂无信息,0.5至0.64元/平米/月,北京南宫恒业物业管理有限公司,南宫铜锣湾房地产开发有限公司
隆恩寺路17号院,石景山五里坨,隆恩寺路17号院,32076,板楼,75户,3栋,暂无信息,暂无信息,1.5至2.3元/平米/月,暂无信息,暂无信息
天翠阳光新城C区,石景山五里坨,高井西五里坨地区,33513,板楼,1282户,11栋,暂无信息,暂无信息,1.83元/平米/月,暂无信息,暂无信息
三家店老宿舍17号院,门头沟五里坨,三家店老宿舍17号院,24776,板楼/塔板结合,369户,8栋,暂无信息,暂无信息,1.35元/平米/月,自持物业,无开发公司
西山峻景,石景山五里坨,隆恩寺路19号,34878,板楼,600户,8栋,暂无信息,暂无信息,0.85元/平米/月,北京晨旭物业管理有限公司,北京中宸房地产开发有限公司
天翠阳光新城B区,石景山五里坨,高井西五里坨地区,33708,板楼/塔板结合,1919户,14栋,暂无信息,暂无信息,1.5至1.83元/平米/月,暂无信息,北京恒兴基业房地产开发有限公司
南宫嘉园,石景山五里坨,南宫嘉园,31621,板楼/塔板结合,1912户,12栋,暂无信息,暂无信息,1至2.28元/平米/月,北京盛景嘉和物业管理有限公司,北京金石融景房地产开发有限公司
天翠阳光新城A区,石景山五里坨,高井西五里坨地区,34205,板楼/塔板结合,2387户,12栋,暂无信息,暂无信息,1.83元/平米/月,暂无信息,暂无信息
隆恩寺18号院,石景山五里坨,隆恩寺18号院,28302,板楼,55户,2栋,暂无信息,暂无信息,1.8元/平米/月,溢海（北京）物业管理有限公司, 重庆桥达茂宸房地产开发有限公司
隆恩寺20号院,石景山五里坨,隆恩寺20号院,0,板楼,73户,2栋,暂无信息,暂无信息,暂无信息,暂无信息,暂无信息
绿地·京西景园,石景山五里坨,新建路,0,塔楼/板楼/塔板结合,2376户,11栋,暂无信息,暂无信息,2元/平米/月,暂无信息,暂无信息
地铁楼,石景山杨庄,地铁楼,38792,板楼/塔板结合,386户,8栋,暂无信息,暂无信息,0.62元/平米/月,北京地铁物业管理有限责任公司,北京地铁房地产开发经营公司
地铁古城家园,石景山杨庄,杨庄南区,39515,塔楼,1638户,9栋,暂无信息,暂无信息,1.45至1.46元/平米/月,北京金鹏顺发物业管理有限公司,北京地铁房地产开发经营公司
古城物资局家属楼,石景山杨庄,古城北路3号院,41544,板楼,122户,3栋,暂无信息,暂无信息,0.6至0.65元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
古城环卫楼,石景山杨庄,石景山区古城环卫楼,38923,板楼,396户,6栋,暂无信息,暂无信息,0.62至1.7元/平米/月,北京圣德物业管理有限责任公司,北京首钢房地产开发有限公司
古城地铁车辆段,石景山杨庄,地铁楼,42251,塔板结合,234户,2栋,暂无信息,暂无信息,0.56至0.64元/平米/月,单位自管物业,北京地铁房地产开发经营公司
北方工业大学宿舍,石景山杨庄,晋元庄5号院,64127,板楼,906户,16栋,暂无信息,暂无信息,0.6至2.5元/平米/月,北京嘉信瑞德物业管理有限公司, 重庆汇东房地产开发有限公司
黄南苑,石景山杨庄,杨庄东街黄南苑小区,48609,塔楼/板楼,1496户,6栋,暂无信息,暂无信息,1.75元/平米/月,首华物业公司,北京首钢房地产开发有限公司
和枫雅居,石景山杨庄,杨庄北区,51654,塔楼,542户,3栋,暂无信息,暂无信息,1.85元/平米/月,北京市金世界物业管理中心,北京金鼎房地产开发公司
华信大厦宿舍,石景山杨庄,杨庄中区110号院,38991,塔楼/板楼,259户,3栋,暂无信息,暂无信息,0.55至1.86元/平米/月,北京华方伟业科技发展有限公司,北京华电房地产开发有限责任公司
鼎城世家,石景山杨庄,杨庄东街鼎城世家,62830,板楼,353户,3栋,暂无信息,暂无信息,2.8至450元/平米/月,北京实兴金海物业管理中心,北京实兴腾飞置业发展公司
建西苑南里,海淀杨庄,八角东街建西苑南里,67532,板楼,1122户,12栋,暂无信息,暂无信息,0.55至0.56元/平米/月,北京金隅大成物业管理有限公司,北京金隅嘉业房地产开发有限公司
建西苑中里,海淀杨庄,八角东街建西苑中里,65595,板楼,731户,9栋,暂无信息,暂无信息,0.52至0.55元/平米/月,北京金隅大成物业管理有限公司,北京金隅嘉业房地产开发有限公司
建西苑北里,海淀杨庄,八角东街建西苑北里,61569,板楼/塔板结合/平房,1407户,13栋,暂无信息,暂无信息,0.55至1.34元/平米/月,北京金隅大成物业管理有限公司,北京金隅嘉业房地产开发有限公司
八角北路11号院,石景山杨庄,八角北路11号院,39792,板楼,462户,5栋,暂无信息,暂无信息,0.56至1.2元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
茂华景公馆,石景山杨庄,时代花园南路19号院,78252,板楼,393户,29栋,暂无信息,暂无信息,2.96元/平米/月,北京茂华物业管理有限公司,茂华控股集团有限公司
茂华景公院,石景山杨庄,时代花园南路23号院,65229,板楼/塔板结合/平房,307户,13栋,暂无信息,暂无信息,2.56至2.96元/平米/月,北京茂华物业管理有限公司,茂华控股集团有限公司
茂华景公阁,石景山杨庄,时代花园南路28号院,66936,板楼,620户,9栋,暂无信息,暂无信息,2.55至2.56元/平米/月,北京茂华物业管理有限公司,茂华控股集团有限公司
茂华景上景,石景山杨庄,时代花园东街8号院,0,塔楼/板楼,549户,4栋,暂无信息,暂无信息,3.3元/平米/月,北京茂华物业管理有限公司,茂华控股集团有限公司
奈伦熙府,石景山杨庄,杨庄北区,59411,塔楼/板楼,705户,7栋,暂无信息,暂无信息,1.88至8元/平米/月,北京中嘉奈伦物业管理有限责任公司,北京奈伦房地产开发有限责任公司
西成忆树,石景山杨庄,杨庄东街28号院,47674,板楼/塔板结合,550户,2栋,暂无信息,暂无信息,1.98元/平米/月,北京市华兴物业管理中心,北京市兴华房地产开发公司
西现代城,石景山杨庄,杨庄北区,51390,塔板结合,1496户,3栋,暂无信息,暂无信息,1.85元/平米/月,北京满天星物业有限公司,北京天海兆业房地产开发有限公司
新都丽苑,石景山杨庄,杨庄中区,44032,塔板结合,666户,3栋,暂无信息,暂无信息,1至1.8元/平米/月,北京实兴金海物业管理中心,北京市兴华房地产开发公司
杨庄北区,石景山杨庄,杨庄北区,47205,塔楼/板楼/塔板结合,2516户,20栋,暂无信息,暂无信息,0.58至1.56元/平米/月,北京市金世界物业管理中心,北京金鼎房地产开发公司
杨庄中区,石景山杨庄,杨庄中区,41091,塔楼/板楼,1527户,12栋,暂无信息,暂无信息,0.55至1.78元/平米/月,北京瑞昌卓信物业管理有限公司,北京市兴华房地产开发公司
杨庄小区,石景山杨庄,杨庄东街杨庄小区,40375,塔楼/板楼/塔板结合,2194户,24栋,暂无信息,暂无信息,0.55至1.75元/平米/月,北京首华物业管理有限公司,北京首钢房地产开发有限公司
御景山,石景山杨庄,"杨庄路御景山小区, 杨庄中区",49825,板楼/塔板结合,1296户,5栋,暂无信息,暂无信息,1.9至60元/平米/月,北京瑞昌卓信物业管理有限公司,北京银创房地产开发有限公司
当代商城鼎城,石景山杨庄,"阜石路与杨庄东路交汇处, 阜石路165号院",0,塔板结合,1648户,6栋,暂无信息,暂无信息,8元/平米/月,北京实兴腾飞酒店物业管理有限公司,北京实兴腾飞置业发展公司
今尊大厦,石景山杨庄,杨庄东街59号,0,塔楼,86户,1栋,暂无信息,暂无信息,1.8元/平米/月,北京实兴腾飞酒店物业管理有限公司,暂无信息
茂华大厦,石景山杨庄,茂华大厦,0,塔楼/塔板结合,577户,1栋,暂无信息,暂无信息,3元/平米/月,北京茂华物业管理有限公司,茂华控股集团有限公司
杨庄路8号院,石景山杨庄,杨庄路8号院,36957,板楼,36户,1栋,暂无信息,暂无信息,0.55元/平米/月,北京首钢物业管理有限公司,北京首钢房地产开发有限公司
房地远洋悦山水,通州北关,通 州 朝 阳北路延长线与通顺路交汇处东北侧,33896,塔楼/板楼/塔板结合,2091户,15栋,暂无信息,暂无信息,1.8至2.6元/平米/月,北京满意通达物业管理有限公司,北京房地鑫洋房地产开发有限公司
万科大都会滨江N2,通州北关,京通快速北关桥东北角,43808,塔楼/塔板结合,1344户,4栋,暂无信息,暂无信息,8.96至8.97元/平米/月,北京万科物业管理有限公司,北京万科汇通置业有限公司
运河铭著,通州北关,永顺镇温榆河畔,41394,板楼,737户,6栋,暂无信息,暂无信息,3.3元/平米/月,北京恒信嘉物业管理有限公司,北京中鑫源房地产开发集团有限公司
绿地中央广场,通州北关,"新华北路东侧绿地中央广场, 观音庙北街3号院",0,塔楼,760户,2栋,暂无信息,暂无信息,7至8元/平米/月,长城物业,绿地集团北京京永置业有限公司
新光大中心,通州北关,北关桥沿新 华北路向南200米路东,41562,塔楼,4406户,10栋,暂无信息,暂无信息,4.98至5.2元/平米/月,第一太平戴维斯物业有限公司,北京华恒兴业房地产开发有限公司
富河园,通州北关,富河园,33933,板楼,1149户,25栋,暂无信息,暂无信息,0.8至0.85元/平米/月,北京顺开物业管理有限公司,北京顺开房地产开发有限公司
华诚花园,通州北关,西富河园,36156,板楼,205户,4栋,暂无信息,暂无信息,暂无信息,北京富河园物业管理有限责任公司,北京富河房地产开发有限公司
西潞苑小区,通州北关,"西潞苑, 安顺路278号",32083,板楼/塔板结合,3300户,63栋,暂无信息,暂无信息,0.5元/平米/月,北京正圆嘉和物业管理有限责任公司,正园房地产开发公司
馨通家园,通州北关,"永顺西街143号, 永顺南街143号院, 永顺西街89号",36733,板楼/塔板结合,707户,11栋,暂无信息,暂无信息,0.6至1.8元/平米/月,北京慧竹广羽管理有限公司,北京市通州区房地产开发总公司
永顺北街,通州北关,永顺北街1号,28133,板楼,72户,1栋,暂无信息,暂无信息,0.5元/平米/月,暂无信息,无
永顺西里,通州北关,永顺西街265号院,32970,板楼,1397户,26栋,暂无信息,暂无信息,0.8元/平米/月,北京兴华物业管理中心,无开发商
榆景苑,通州北关,榆景苑,48412,板楼,61户,53栋,暂无信息,暂无信息,1.2至6元/平米/月,北京有彬物业管理有限公司,北京富河房地产开发有限公司
通惠北路12号院,通州北关,通惠北路12号院,33370,板楼,72户,1栋,暂无信息,暂无信息,1.2元/平米/月,华润物业,北京富河房地产开发有限公司
财贸宿舍,通州北关,"卢庄1号, 芦庄1号",36773,板楼,127户,2栋,暂无信息,暂无信息,0.8至1元/平米/月,自持物业,无
金融街园中园,通州北关,"滨榆西路, 榆西一街1号院",0,板楼,106户,62栋,暂无信息,暂无信息,1至6.08元/平米/月,暂无信息, 重庆汇东房地产开发有限公司
安顺路219号,通州北关,安顺路219号,33685,板楼,60户,1栋,暂无信息,暂无信息,0.5元/平米/月,北京宏安顺达物业有限公司,无
朝北8080,通州北关,滨榆东路2号院,0,板楼,1530户,17栋,暂无信息,暂无信息,3.85元/平米/月,北京首佳物业管理有限公司,北京紫石房地产开发有限公司
金地格林格林,通州北关,"榆东一街, 安北一路10号院, 安北一路4号院",40442,板楼,2143户,20栋,暂无信息,暂无信息,3.2元/平米/月,北京金地物业管理有限责任公司,中禧伟业（北京）投资有限公司
世界侨商中心,通州北关,"永顺镇北关东南角, 北皇木厂2号院, 北皇木厂街2号院, 北皇木厂街1号院",0,塔楼,2299户,14栋,暂无信息,暂无信息,1至10元/平米/月,上海世茂物业服务有限公司北京分公司,北京富华铂荣房地产开发有限公司
碧水明珠,通州北关,富河园,31709,塔楼/塔板结合,387户,4栋,暂无信息,暂无信息,1.8至1.86元/平米/月,北京富河园物业管理有限责任公司,北京市开原房地产开发有限公司
翠福园,通州北关,安顺北里,33025,板楼/塔板结合,2712户,39栋,暂无信息,暂无信息,0.5至1元/平米/月,北京同马物业管理有限公司,北京同马房地产开发有限公司
财富东方,通州北关,永顺东里2号院,38058,塔楼/塔板结合,910户,4栋,暂无信息,暂无信息,1.6元/平米/月,北京金罗马物业管理有限公司,北京顺开房地产开发有限公司
朝通嘉园,通州北关,朝通嘉园,29860,板楼,461户,6栋,暂无信息,暂无信息,1.2元/平米/月,北京霞光物业管理有限责任公司,北京国锐房地产开发有限公司
东阁雅舍,通州北关,永顺东里1号院,31916,塔楼/板楼,462户,3栋,暂无信息,暂无信息,1.53至1.9元/平米/月,北京中道物业管理有限公司,北京世纪新大地房地产开发有限公司
北京胸科医院家属区,通州北关,"马场97号院, 北关大街9号院",34376,板楼,330户,8栋,暂无信息,暂无信息,0.5至0.8元/平米/月,北京诚智慧中物业管理有限公司,无开发商
劳动局家属院,通州北关,新华北路17号院,35973,板楼,156户,3栋,暂无信息,暂无信息,2元/平米/月,北京俊豪物业,北京富河房地产开发有限公司
8哩岛,通州北关,朝阳北路东端与温榆河交汇处(北京物资学院北侧,44454,板楼/塔板结合,1151户,20栋,暂无信息,暂无信息,1.9至3.5元/平米/月,北京有彬物业管理有限公司,北京太和保兴房地产开发有限公司
民政局家属楼,通州北关,通惠北路20,32267,板楼,108户,1栋,暂无信息,暂无信息,0.8元/平米/月,暂无信息,北京富河房地产开发有限公司
物资学院家属院,通州北关,"富河大街321号, 富河大街1号家属宿舍,富河大街1号",43741,板楼,554户,12栋,暂无信息,暂无信息,0.8元/平米/月,无物业管理服务,无开发商
万福家园,通州北关,永顺东里2号院,34347,板楼,265户,5栋,暂无信息,暂无信息,0.6元/平米/月,北京顺开物业管理有限公司,北京顺开房地产开发有限公司
葛布店南里,通州果园,葛布店南里,35889,板楼/塔板结合,1303户,21栋,暂无信息,暂无信息,0.5元/平米/月,无物业管理服务,北京市通州区房地产开发总公司
葛布店北里,通州果园,通州区果园环岛葛布店北里甲15号,37560,板楼,1163户,22栋,暂无信息,暂无信息,0.5至1.2元/平米/月,无物业管理服务,北京通州区房地产开发有限公司
复兴南里,通州果园,复兴南里,35913,板楼,248户,5栋,暂无信息,暂无信息,0.6至1元/平米/月,北京民城兴业物业管理中心,北京市民望房地产开发有限责任公司
挂车厂宿舍,通州果园,怡乐园一区,35480,板楼/塔板结合,195户,3栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无开发商
果园233号院,通州果园,复兴南里,33723,板楼,444户,6栋,暂无信息,暂无信息,0.06至0.6元/平米/月,无物业管理服务,北京新建房地产开发有限公司
果园235号院,通州果园,复兴南里,36320,板楼,156户,4栋,暂无信息,暂无信息,0.55至0.68元/平米/月,北京高腾物业管理有限公司,北京开原房地产开发有限责任公司
果园231号,通州果园,北苑南路40,30761,板楼,54户,1栋,暂无信息,暂无信息,暂无信息,北京信科物业管理有限公司北京第一物业管理分公司,北京科信盛彩置业有限公司
果园西小区,通州果园,果园225号院,36211,板楼,742户,10栋,暂无信息,暂无信息,0.5元/平米/月,北京新建物业管理有限公司,北京新建房地产开发有限公司
果园北区,通州果园,果园北区,35543,板楼,348户,4栋,暂无信息,暂无信息,0.5至1元/平米/月,北京华联新世纪物业管理有限公司,北京新华联置业有限公司
果园222号院,通州果园,通朝大街65号院,37241,板楼,265户,5栋,暂无信息,暂无信息,1.5元/平米/月,北京华苑物业管理服务有限公司,北京新建房地产开发有限公司
新华联家园北区,通州果园,杨庄南里,45055,板楼/塔板结合,2325户,38栋,暂无信息,暂无信息,1.1至1.6元/平米/月,北京悦豪物业管理有限公司,北京新世界商建房地产开发有限公司
